"species","lon","lat","p"
0,108.8654696,34.96526941,0.539405345916748
0,108.8759112,34.95963801,0.539405345916748
0,108.8894934,34.86423375,0.539405345916748
0,108.8885167,34.86136558,0.539405345916748
0,108.8909423,34.82034372,0.511562645435333
1,108.9956585,34.9596855,0.539405345916748
1,108.8794646,34.8524983,0.539405345916748
1,114.0010216,36.53999532,0.554095804691315
0,114.9736465,36.78939217,0.698902726173401
1,114.5746337,36.72894118,0.908162951469421
0,78.872845,39.70859779,0.0618457235395908
1,108.8793512,34.85242444,0.539405345916748
0,107.8848332,34.44863902,0.437348812818527
1,107.8848332,34.44863902,0.437348812818527
0,107.8858063,34.43640702,0.437348812818527
1,107.8858063,34.43640702,0.437348812818527
0,107.8864133,34.41195745,0.437348812818527
1,107.8864133,34.41195745,0.437348812818527
0,107.8931021,34.45815762,0.437348812818527
1,107.8931021,34.45815762,0.437348812818527
0,107.8954636,34.46898239,0.437348812818527
1,107.8954636,34.46898239,0.437348812818527
0,107.896532,34.45761975,0.437348812818527
0,107.8966388,34.47152681,0.437348812818527
1,107.8966388,34.47152681,0.437348812818527
0,107.8966524,34.4594722,0.437348812818527
1,107.8966524,34.4594722,0.437348812818527
0,107.8977199,34.47324138,0.437348812818527
1,107.8977199,34.47324138,0.437348812818527
0,107.9001724,34.49480867,0.437348812818527
0,107.9006334,34.49760404,0.437348812818527
1,107.9006334,34.49760404,0.437348812818527
0,107.9011988,34.49566194,0.437348812818527
0,107.902311,34.4911605,0.437348812818527
0,107.9130634,34.48851156,0.437348812818527
1,107.9130634,34.48851156,0.437348812818527
0,107.9134153,34.44678996,0.437348812818527
1,107.9134153,34.44678996,0.437348812818527
0,107.9180207,34.45093955,0.437348812818527
1,107.9180207,34.45093955,0.437348812818527
0,108.032362,34.301211,0.573509991168976
0,108.0334447,34.30240581,0.573509991168976
0,108.0336821,34.3022783,0.573509991168976
0,108.0339503,34.30242897,0.573509991168976
0,108.060872,34.260459,0.573509991168976
1,108.070885,34.25926098,0.573509991168976
0,108.070893,34.25930634,0.573509991168976
0,108.0711994,34.26173258,0.573509991168976
0,108.2007516,34.36396236,0.493839710950851
1,108.2007516,34.36396236,0.493839710950851
0,108.2009282,34.34503418,0.493839710950851
1,108.2009282,34.34503418,0.493839710950851
0,108.2053532,34.37259519,0.493839710950851
0,108.2079756,34.37427958,0.493839710950851
1,108.2079756,34.37427958,0.493839710950851
0,108.2238237,34.38517921,0.493839710950851
1,108.2238237,34.38517921,0.493839710950851
0,108.2360387,34.39039326,0.493839710950851
0,108.2866216,34.41171866,0.493839710950851
1,108.2866216,34.41171866,0.493839710950851
0,108.4230832,34.43669172,0.515736818313599
1,108.4230832,34.43669172,0.515736818313599
0,108.4233169,34.4370089,0.515736818313599
1,108.4233169,34.4370089,0.515736818313599
0,108.4233302,34.43725628,0.515736818313599
1,108.4233302,34.43725628,0.515736818313599
0,108.4233484,34.43715901,0.515736818313599
1,108.4233484,34.43715901,0.515736818313599
0,108.424546,34.44007597,0.515736818313599
1,108.424546,34.44007597,0.515736818313599
0,108.4262201,34.43588899,0.515736818313599
0,108.4279815,34.43347951,0.515736818313599
1,108.4279815,34.43347951,0.515736818313599
0,108.4287103,34.43357595,0.515736818313599
1,108.4287103,34.43357595,0.515736818313599
0,108.4570313,33.28109515,-0.121069937944412
0,108.781484,34.91450711,0.230612233281136
0,108.7815768,34.91357716,0.230612233281136
0,108.7925979,34.88036859,0.230612233281136
0,108.7928153,34.88043054,0.230612233281136
0,108.7928293,34.88045565,0.230612233281136
0,108.7928414,34.88051164,0.230612233281136
0,108.792854,34.8805071,0.230612233281136
0,108.7989712,34.89154756,0.230612233281136
0,108.8177112,34.87142498,0.230612233281136
0,108.8231809,35.02030157,0.289480477571487
0,108.8327963,34.85800195,0.230612233281136
0,108.8351904,35.00162147,0.420920759439468
0,108.8352172,35.00160567,0.420920759439468
0,108.8464762,34.98925504,0.539405345916748
0,108.8584655,35.09529882,0.420920759439468
1,108.8584655,35.09529882,0.420920759439468
0,108.8607715,34.95093496,0.539405345916748
0,108.8621291,34.97601407,0.539405345916748
0,108.8630649,34.95141258,0.539405345916748
0,108.8662463,35.01670299,0.420920759439468
1,108.8662463,35.01670299,0.420920759439468
0,108.8667133,35.01813222,0.420920759439468
0,108.8717262,34.95007758,0.539405345916748
0,108.8717881,35.10024662,0.420920759439468
1,108.8717881,35.10024662,0.420920759439468
0,108.871885,34.94998896,0.539405345916748
0,108.8786213,34.85750993,0.539405345916748
1,108.8786213,34.85750993,0.539405345916748
0,108.8786256,34.85746735,0.539405345916748
1,108.8786256,34.85746735,0.539405345916748
0,108.8789595,34.8563895,0.539405345916748
1,108.8789595,34.8563895,0.539405345916748
0,108.881446,35.04335863,0.420920759439468
1,108.881446,35.04335863,0.420920759439468
0,108.8816565,35.04320613,0.420920759439468
1,108.8816565,35.04320613,0.420920759439468
0,108.8842575,34.83528932,0.539405345916748
1,108.8842575,34.83528932,0.539405345916748
0,108.8842916,34.83498581,0.539405345916748
1,108.8842916,34.83498581,0.539405345916748
0,108.8843888,34.8355091,0.539405345916748
1,108.8843888,34.8355091,0.539405345916748
0,108.8844752,34.83540956,0.539405345916748
0,108.8868098,34.84044172,0.539405345916748
1,108.8868098,34.84044172,0.539405345916748
0,108.887106,34.84044662,0.539405345916748
0,108.8883975,35.22738643,0.474280387163162
0,108.8884728,34.94742084,0.539405345916748
1,108.8884728,34.94742084,0.539405345916748
0,108.8884729,34.94742089,0.539405345916748
0,108.888474,34.94743244,0.539405345916748
0,108.8889915,34.83530855,0.539405345916748
1,108.8889915,34.83530855,0.539405345916748
0,108.8918871,34.94954288,0.539405345916748
0,108.8964254,34.95174766,0.539405345916748
0,108.9031479,34.92986832,0.539405345916748
1,108.9031479,34.92986832,0.539405345916748
1,108.907272,34.85173948,0.539405345916748
0,108.9076276,34.84954849,0.539405345916748
1,108.9076276,34.84954849,0.539405345916748
0,108.9086154,35.0076988,0.420920759439468
0,108.9090936,34.85137533,0.539405345916748
0,108.909359,35.00791311,0.420920759439468
0,108.9093643,35.00789165,0.420920759439468
0,108.9106517,34.85060593,0.539405345916748
0,108.9123537,34.84702843,0.539405345916748
0,108.9126715,34.84041809,0.539405345916748
0,108.9127203,34.84041344,0.539405345916748
1,108.9127203,34.84041344,0.539405345916748
0,108.9142447,35.10148267,0.420920759439468
1,108.9142447,35.10148267,0.420920759439468
0,108.9204755,34.80493181,0.511562645435333
1,108.9204755,34.80493181,0.511562645435333
0,108.9267187,35.03223869,0.420920759439468
0,108.9481254,35.10104595,0.420920759439468
0,108.9483217,35.10116167,0.420920759439468
0,108.948648,35.1074928,0.420920759439468
0,108.9487284,35.10739088,0.420920759439468
0,108.9487392,35.10737479,0.420920759439468
0,108.9487821,35.10732651,0.420920759439468
0,108.9487821,35.10733724,0.420920759439468
0,108.9487982,35.10730576,0.420920759439468
0,108.9488786,35.10709047,0.420920759439468
0,108.9489395,35.10729275,0.420920759439468
0,108.957247,35.08472731,0.420920759439468
0,108.9581857,34.95868871,0.539405345916748
0,108.9590405,34.94821602,0.539405345916748
0,108.9595257,34.37913718,0.8372762799263
1,108.9595257,34.37913718,0.8372762799263
0,108.960123,35.086282,0.420920759439468
0,108.96013,35.086287,0.420920759439468
0,108.960133,35.086289,0.420920759439468
0,108.96778,35.08508333,0.420920759439468
1,108.9677883,35.08505833,0.420920759439468
0,108.967858,35.08511782,0.420920759439468
1,108.967858,35.08511782,0.420920759439468
0,108.9678741,35.08515537,0.420920759439468
0,108.9679009,35.08518219,0.420920759439468
0,108.9679725,35.08526106,0.420920759439468
0,108.9680039,34.7663706,0.511562645435333
1,108.9680039,34.7663706,0.511562645435333
0,108.9680633,34.75707633,0.511562645435333
0,108.968603,35.086616,0.420920759439468
0,108.969163,34.719619,0.511562645435333
0,108.9703973,35.05443858,0.420920759439468
0,108.9718643,34.74866517,0.511562645435333
0,108.973615,34.75779667,0.511562645435333
0,108.9740891,34.73384409,0.511562645435333
0,108.9741383,34.76985,0.511562645435333
0,108.974423,34.72954367,0.511562645435333
0,108.9745278,34.72958918,0.511562645435333
0,108.9785066,34.77095431,0.511562645435333
0,108.981328,34.77057749,0.511562645435333
0,108.9830833,34.76157667,0.511562645435333
0,108.9833383,34.76668242,0.511562645435333
0,108.9843548,34.7170831,0.511562645435333
0,108.9843686,34.71707143,0.511562645435333
0,108.984375,38.27268854,-0.173115313053131
0,108.9849679,34.72229257,0.511562645435333
1,108.9849679,34.72229257,0.511562645435333
0,108.9880439,34.72274295,0.511562645435333
1,108.9880439,34.72274295,0.511562645435333
0,108.9900974,34.7326424,0.511562645435333
1,108.9900974,34.7326424,0.511562645435333
0,108.9921973,34.73678434,0.511562645435333
0,108.9924538,35.09429634,0.420920759439468
1,108.9924538,35.09429634,0.420920759439468
0,108.9925161,35.09418866,0.420920759439468
0,108.9927686,35.09898081,0.420920759439468
1,108.9927686,35.09898081,0.420920759439468
0,108.992866,34.76131469,0.511562645435333
0,108.9928962,34.7409188,0.511562645435333
1,108.9928962,34.7409188,0.511562645435333
0,108.994028,34.7326319,0.511562645435333
0,108.994304,34.757364,0.511562645435333
1,108.994304,34.757364,0.511562645435333
0,108.9965179,34.74159291,0.511562645435333
0,108.9966212,34.74215876,0.511562645435333
1,108.9966212,34.74215876,0.511562645435333
0,108.9966409,34.75413613,0.511562645435333
0,108.997933,34.73265403,0.511562645435333
1,108.997933,34.73265403,0.511562645435333
0,108.9979969,34.74030422,0.511562645435333
0,108.9988762,34.7426202,0.511562645435333
1,108.9988762,34.7426202,0.511562645435333
0,108.9992983,34.743365,0.511562645435333
0,108.9993305,34.74056774,0.511562645435333
0,108.9996129,34.74375271,0.511562645435333
0,108.9996213,34.75261889,0.511562645435333
0,109.0003979,34.74815733,0.563081800937653
0,109.0005532,34.74304277,0.563081800937653
1,109.0005532,34.74304277,0.563081800937653
0,109.0012097,34.74123601,0.563081800937653
0,109.0021753,34.74338794,0.563081800937653
1,109.0021753,34.74338794,0.563081800937653
0,109.0022209,34.7339326,0.563081800937653
0,109.0060328,34.74763189,0.563081800937653
0,109.0070158,34.74502614,0.563081800937653
0,109.0084372,34.74005243,0.563081800937653
0,109.0202817,35.09390573,0.540434241294861
0,109.1789577,35.4848617,0.299028754234314
0,109.1797929,35.48535313,0.299028754234314
0,109.1832062,35.4874106,0.299028754234314
0,109.1837766,35.48762916,0.299028754234314
0,109.1844567,35.48805236,0.299028754234314
0,109.1849433,35.48834146,0.299028754234314
0,109.1850774,35.48732679,0.299028754234314
0,109.1921567,35.48633191,0.299028754234314
0,110.503782,35.304622,0.572467744350433
1,110.503782,35.304622,0.572467744350433
0,110.50395,35.304524,0.572467744350433
0,110.507796,35.233174,0.572467744350433
1,110.507796,35.233174,0.572467744350433
0,110.520569,35.302297,0.572467744350433
0,110.52061,35.302063,0.572467744350433
0,110.520612,35.302261,0.572467744350433
0,110.520625,35.30225,0.572467744350433
0,110.520634,35.302242,0.572467744350433
1,110.520772,35.302126,0.572467744350433
0,110.520789,35.302095,0.572467744350433
0,110.5229989,35.3029455,0.572467744350433
1,110.5229989,35.3029455,0.572467744350433
0,110.5239462,35.30380025,0.572467744350433
1,110.5239462,35.30380025,0.572467744350433
0,110.532115,35.28353333,0.572467744350433
1,110.532115,35.28353333,0.572467744350433
0,110.533649,35.278051,0.572467744350433
1,110.533649,35.278051,0.572467744350433
0,110.5344833,35.27715167,0.572467744350433
1,110.5344833,35.27715167,0.572467744350433
0,110.53454,35.27716667,0.572467744350433
0,110.5345433,35.2772,0.572467744350433
1,110.5345433,35.2772,0.572467744350433
0,110.5346082,35.26884999,0.572467744350433
0,110.53578,35.27359833,0.572467744350433
1,110.53578,35.27359833,0.572467744350433
0,110.5405828,35.26581206,0.572467744350433
0,110.5406367,35.266005,0.572467744350433
0,110.5411467,35.26598833,0.572467744350433
0,110.5411793,35.26615663,0.572467744350433
0,110.5415667,35.2884,0.572467744350433
1,110.5415667,35.2884,0.572467744350433
1,110.5464017,35.28050167,0.572467744350433
0,110.5464317,35.280605,0.572467744350433
1,110.5464317,35.280605,0.572467744350433
0,110.5497133,35.28573167,0.572467744350433
1,110.5497133,35.28573167,0.572467744350433
0,110.550745,35.268225,0.572467744350433
0,110.550965,35.26834333,0.572467744350433
0,110.553531,35.27307287,0.572467744350433
0,110.553636,35.27195393,0.572467744350433
0,110.5612951,35.26955889,0.572467744350433
1,110.5612951,35.26955889,0.572467744350433
0,110.841362,35.401772,0.591753780841827
0,110.97358,35.055381,0.674876928329468
1,110.97358,35.055381,0.674876928329468
0,110.985947,35.051022,0.674876928329468
1,110.985947,35.051022,0.674876928329468
1,108.9019386,34.8528556,0.539405345916748
0,114.0938609,36.09832988,0.491252541542053
0,114.0943325,36.09852562,0.491252541542053
0,114.0943368,36.09861479,0.491252541542053
0,114.0947684,36.0985234,0.491252541542053
1,114.2737889,34.85095869,0.530410349369049
0,114.2738183,34.85097962,0.530410349369049
0,114.274828,34.850803,0.530410349369049
0,115.267776,35.26752037,0.528823733329773
1,108.949217,34.968296,0.539405345916748
1,108.37573,34.41624,0.515736818313599
1,108.436295,34.43644,0.515736818313599
1,105.71427,34.47156,0.71327406167984
1,108.443975,34.537414,0.572637975215912
1,108.25333,34.581516,0.565908551216125
1,108.113365,34.595066,0.458535075187683
1,108.94623,34.642586,0.718725621700287
1,109.034294,34.65892,0.673428535461426
1,108.267685,34.680305,0.623912513256073
1,108.973885,34.697205,0.511562645435333
0,108.973885,34.697205,0.511562645435333
1,108.977646,34.70466,0.511562645435333
1,108.98041,34.709254,0.511562645435333
0,112.44264,34.71291,0.748444795608521
1,112.44264,34.71291,0.748444795608521
1,108.993256,34.716007,0.511562645435333
1,109.00501,34.717228,0.563081800937653
0,109.00501,34.717228,0.563081800937653
1,108.97383,34.721912,0.511562645435333
0,108.97383,34.721912,0.511562645435333
1,108.99195,34.72619,0.511562645435333
1,109.02244,34.73033,0.563081800937653
1,109.015527,34.739896,0.563081800937653
0,108.99524,34.74158,0.511562645435333
1,108.99524,34.74158,0.511562645435333
1,108.90242,34.747723,0.511562645435333
0,104.83343,34.7514,0.868997812271118
1,108.96908,34.754726,0.511562645435333
1,108.992937,34.755577,0.511562645435333
1,108.9948,34.75906,0.511562645435333
0,108.9948,34.75906,0.511562645435333
0,108.95534,34.771072,0.511562645435333
1,108.95534,34.771072,0.511562645435333
1,108.97391,34.77445,0.511562645435333
1,108.983116,34.776478,0.511562645435333
0,108.983116,34.776478,0.511562645435333
1,108.96565,34.792908,0.511562645435333
0,108.97615,34.797348,0.511562645435333
1,108.97615,34.797348,0.511562645435333
1,108.90898,34.821465,0.511562645435333
1,108.90075,34.839485,0.539405345916748
0,108.90075,34.839485,0.539405345916748
0,108.907979,34.849209,0.539405345916748
1,108.907979,34.849209,0.539405345916748
1,108.915245,34.849403,0.539405345916748
0,108.915245,34.849403,0.539405345916748
1,108.89857,34.856106,0.539405345916748
0,108.832969,34.87101,0.230612233281136
0,108.798,34.887592,0.230612233281136
0,108.85193,34.890705,0.539405345916748
1,108.85193,34.890705,0.539405345916748
1,108.858498,34.89665,0.539405345916748
1,108.89061,34.898975,0.539405345916748
0,108.780876,34.91419,0.230612233281136
0,108.972206,34.91603,0.539405345916748
1,108.972206,34.91603,0.539405345916748
1,108.97394,34.91778,0.539405345916748
0,108.97394,34.91778,0.539405345916748
1,108.96904,34.919602,0.539405345916748
1,108.87367,34.959167,0.539405345916748
1,108.95999,34.969456,0.539405345916748
0,108.96395,34.970472,0.539405345916748
1,108.922523,34.992519,0.539405345916748
1,108.98219,35.024933,0.420920759439468
1,108.949535,35.035138,0.420920759439468
1,108.8346,35.052082,0.420920759439468
0,108.8346,35.052082,0.420920759439468
1,108.972944,35.058064,0.420920759439468
1,108.970825,35.06292,0.420920759439468
1,108.96576,35.069572,0.420920759439468
1,108.96559,35.07134,0.420920759439468
1,108.971948,35.077739,0.420920759439468
1,110.5683,35.16827,0.572467744350433
0,109.03659,35.194183,0.595167219638824
1,110.61293,35.267723,0.572467744350433
1,110.50964,35.268826,0.572467744350433
0,110.50964,35.268826,0.572467744350433
1,110.498184,35.27365,0.485128164291382
1,110.54089,35.27874,0.572467744350433
0,110.54089,35.27874,0.572467744350433
1,110.56014,35.279655,0.572467744350433
0,110.56014,35.279655,0.572467744350433
1,110.51954,35.28358,0.572467744350433
0,110.547844,35.301216,0.572467744350433
1,110.547844,35.301216,0.572467744350433
1,110.547485,35.301926,0.572467744350433
1,110.527374,35.302406,0.572467744350433
0,110.527374,35.302406,0.572467744350433
0,110.514208,35.309754,0.572467744350433
1,110.51719,35.310738,0.572467744350433
1,110.573425,35.312767,0.572467744350433
1,110.524324,35.317446,0.572467744350433
1,110.540835,35.329487,0.572467744350433
1,105.770422,35.377254,0.865822315216064
1,105.734146,35.435486,0.865822315216064
1,110.82557,35.45105,0.677761912345886
0,119.50884,35.523197,0.435925275087357
1,109.69702,35.674426,0.423094779253006
0,109.58798,35.701912,0.586317241191864
1,109.58798,35.701912,0.586317241191864
1,109.44243,35.737373,0.687299728393555
1,109.55319,35.737488,0.586317241191864
1,109.46975,35.749626,0.687299728393555
0,109.46975,35.749626,0.687299728393555
1,109.44864,35.75595,0.687299728393555
0,109.44864,35.75595,0.687299728393555
1,109.44408,35.77339,0.687299728393555
1,109.444824,35.787866,0.687299728393555
1,107.739456,35.82702,0.736885488033295
1,108.2174305,35.96439345,0.439318031072617
1,109.5784596,35.96457891,0.365747958421707
1,107.85101,35.984715,0.765030860900879
1,107.545746,35.995335,0.783276557922363
1,109.537451,35.995356,0.365747958421707
1,107.98725,36.067112,0.617079496383667
0,103.75021,36.06996,0.861192107200623
0,114.120476,36.079655,0.491252541542053
1,107.851121,36.089415,0.617079496383667
0,110.129364,36.53704,0.234905824065208
0,118.77011,36.551315,0.489900439977646
1,110.35737,36.61924,0.217205211520195
0,109.813481,36.681082,0.474660694599152
0,110.35082,36.70565,0.224317461252213
1,110.127674,36.847792,0.436121553182602
0,110.127674,36.847792,0.436121553182602
1,110.07681,36.87656,0.436121553182602
0,110.07681,36.87656,0.436121553182602
0,110.279925,36.928532,0.357888758182526
0,120.34701,37.10485,0.454857975244522
0,120.858283,37.129781,0.441663384437561
0,120.845024,37.134724,0.441663384437561
0,120.87417,37.15441,0.441663384437561
1,119.95742,37.187477,0.786527872085571
0,120.780525,37.19418,0.617452681064606
0,120.6755,37.261154,0.617452681064606
1,120.75141,37.311123,0.617452681064606
1,120.75909,37.315777,0.617452681064606
0,120.75566,37.320675,0.617452681064606
1,110.39635,37.336967,0.452490568161011
0,120.81172,37.3393,0.535848915576935
1,120.81172,37.3393,0.535848915576935
1,120.82651,37.342625,0.535848915576935
1,120.83792,37.379906,0.482956051826477
0,120.83792,37.379906,0.482956051826477
1,110.34271,37.44453,0.452490568161011
1,110.32404,37.453285,0.563655912876129
1,110.32305,37.453625,0.563655912876129
0,120.89707,37.46943,0.482956051826477
0,110.185585,37.478905,0.563655912876129
1,110.27416,37.50298,0.597314238548279
0,110.27416,37.50298,0.597314238548279
0,120.9708,37.517994,0.502437353134155
1,120.79515,37.545406,0.592355906963348
0,112.37959,37.586838,0.800442218780518
0,120.834816,37.609047,0.502437353134155
1,110.44601,37.638645,0.63671886920929
0,120.83981,37.654873,0.502437353134155
1,120.93021,37.657986,0.502437353134155
0,110.33202,37.690308,0.562713205814362
1,120.53224,37.690422,0.680468499660492
0,120.53224,37.690422,0.680468499660492
1,121.88591,39.195858,0.785765945911407
1,121.778625,39.242299,0.71272200345993
0,121.813416,39.261833,0.71272200345993
0,98.789345,39.43108,-0.0300097614526749
0,98.487474,39.786783,0.490301847457886
1,98.64422,39.808018,0.46002322435379
0,80.27076,41.1519,0.429403215646744
0,80.30867,41.252754,0.520363032817841
1,127.02009,43.92364,0.124714314937592
1,105.2459,34.85065,0.819633185863495
1,105.2061,34.59958,0.42118912935257
1,105.3594,34.7649,0.920216202735901
1,107.2143,35.48161,0.693969428539276
1,106.93,35.55836,0.705322980880737
1,107.6031,35.29842,0.651399612426758
1,105.769,35.31032,0.824028670787811
1,105.729,35.25686,0.824028670787811
1,105.7741,35.16865,0.824028670787811
1,105.7183,35.08535,0.783258616924286
1,105.7232,35.46861,0.865822315216064
1,105.7219,35.21247,0.824028670787811
1,106.9138,35.48206,0.678169131278992
1,107.0432,35.41133,0.677575647830963
1,105.4765,34.26437,0.812246024608612
1,105.3243,34.19708,0.824484348297119
1,105.4158,34.24378,0.812246024608612
1,105.9995,34.44763,0.769533157348633
1,105.8874,34.47668,0.769533157348633
1,105.8586,34.55483,1.00864827632904
1,105.7872,34.50759,0.907127916812897
1,107.9775,35.65879,0.702211558818817
1,107.8532,35.37529,0.733690023422241
1,107.8967,35.61616,0.702211558818817
1,108.2307,35.76626,0.531679749488831
1,106.4282,34.92928,0.35065159201622
1,105.8358,35.04372,0.827457666397095
1,107.8059,35.82949,0.736885488033295
1,107.8288,35.78574,0.736885488033295
1,107.7535,35.89863,0.722359359264374
1,107.8337,35.65728,0.702211558818817
1,107.5964,35.69838,0.861617743968964
1,107.7583,35.74343,0.736885488033295
1,107.4724,35.55178,0.62148255109787
1,107.3565,35.58652,0.62148255109787
1,105.8828,35.09036,0.827457666397095
1,106.1066,35.19679,0.798428952693939
1,109.6404,35.50803,0.699308693408966
1,109.6078,35.58897,0.699308693408966
1,109.591,35.70494,0.586317241191864
1,109.4409,35.77218,0.687299728393555
1,109.5688,35.85828,0.365747958421707
1,108.4528,34.64583,0.572637975215912
1,108.6023,34.43616,0.668498754501343
1,107.2692,36.69266,0.150388106703758
1,109.2573,35.56844,0.630039393901825
1,109.0599,35.61743,0.496802657842636
1,107.7961,35.20038,0.725566744804382
1,108.3657,34.53922,0.572637975215912
1,120.4404,40.49809,0.705146908760071
1,108.2079,34.33978,0.493839710950851
1,108.0673,34.2826,0.573509991168976
1,108.2037,34.10844,0.514797985553741
1,109.294,34.48988,0.811343789100647
1,108.1357,34.69016,0.613928198814392
1,110.169,36.05018,0.237753674387932
1,132.0207,46.44701,0.263268828392029
1,120.7195,36.97991,0.527750849723816
1,120.8476,37.33181,0.646253764629364
1,120.4855,37.63883,0.926815032958984
1,120.7312,37.79508,0.901454031467438
1,120.7951,37.79816,0.901454031467438
1,121.1352,37.50221,0.892289996147156
1,120.4145,37.34365,0.706611156463623
1,80.25808,41.22645,0.520363032817841
1,80.30529,41.32977,0.520363032817841
1,80.27194,41.15483,0.429403215646744
1,115.1034,40.60481,0.784813642501831
1,115.5246,40.41747,0.732578814029694
1,115.2086,40.37381,0.633138716220856
1,114.5499,38.42962,0.762767732143402
1,115.2296,37.92998,0.909515380859375
1,114.5627,37.04473,0.942223310470581
1,117.0065,39.75833,0.841457784175873
1,116.7915,40.01876,0.956774353981018
1,116.2845,37.69512,0.710932612419128
1,118.7029,39.73591,0.775680124759674
1,115.8298,38.42281,0.920975983142853
1,115.1384,38.83805,0.712357819080353
1,115.5052,38.77561,0.950906813144684
1,111.0549,34.05162,0.652311503887177
1,110.892,34.5089,0.8362056016922
1,111.0961,34.71984,0.824527323246002
1,111.189,34.77284,0.78908234834671
1,102.3337,35.88342,0.4554702937603
1,101.7788,36.60275,0.792946457862854
1,102.832,36.35028,0.492160230875015
1,102.9515,36.28235,0.474671959877014
1,102.0257,35.94011,0.504548609256744
1,102.3207,36.47386,0.495848417282104
1,101.8536,36.58037,0.772600829601288
1,102.4791,35.84351,0.4554702937603
1,101.4475,36.05149,0.532455146312714
1,105.9089,34.53902,1.00864827632904
1,105.5558,34.56248,0.903063476085663
1,105.5009,34.5597,0.903063476085663
1,105.644,34.60327,0.903063476085663
1,105.7104,34.47127,0.71327406167984
1,120.949,40.85481,0.803514242172241
1,120.8195,40.72228,0.854638040065765
1,105.8128,34.68276,0.856203675270081
1,105.9914,34.63819,1.00864827632904
1,105.9015,34.64976,1.00864827632904
1,111.1127,34.41605,0.39458492398262
1,110.9476,34.42388,0.555463850498199
1,110.9404,34.53704,0.8362056016922
1,110.8449,34.52789,0.8362056016922
1,111.6608,34.38018,0.509352922439575
1,111.2493,34.33246,0.478513449430466
1,112.7443,34.94146,0.61176609992981
1,114.7795,35.63555,0.472916305065155
1,113.7061,34.71211,0.910418748855591
1,115.1119,31.77896,0.0354021266102791
1,114.5726,34.46878,0.532846450805664
1,115.1885,34.63789,0.49071928858757
1,110.6651,35.34699,0.666725754737854
1,112.2942,32.938,0.289751261472702
1,110.7377,35.20919,0.603834450244904
1,110.5999,35.24551,0.572467744350433
1,110.6806,34.66079,0.634925067424774
1,110.9314,34.78846,0.637255191802979
1,111.0413,35.19894,0.646453619003296
1,111.2458,34.87806,0.732728362083435
1,111.2006,34.9765,0.732728362083435
1,119.9172,36.86932,0.809095501899719
1,120.996,37.08069,0.441663384437561
1,120.7892,37.19028,0.617452681064606
1,120.7011,37.18603,0.617452681064606
1,120.5786,37.11801,0.644453227519989
1,81.89624,41.79683,0.0920025259256363
1,75.86719,39.37309,0.543358981609344
1,77.13329,38.36349,0.316834300756454
1,81.8431,43.72794,0.199038103222847
1,79.92551,37.11503,0.504616022109985
1,82.99566,46.75049,0.417789101600647
1,87.60832,43.80811,0.79218590259552
1,88.14282,47.84309,-0.0483245141804218
1,89.2124,42.96021,0.10048296302557
1,93.52182,42.8085,0.322696387767792
1,103.646,27.45558,0.390850186347961
1,103.5911,27.37106,0.390850186347961
1,103.6441,27.35729,0.390850186347961
1,121.3041,38.90109,0.703303337097168
1,121.8041,39.26661,0.71272200345993
1,121.9638,39.39049,0.777956962585449
1,122.065,39.78451,0.556095540523529
1,122.1585,39.94054,0.546751201152802
1,119.9495,40.09864,0.856390833854675
1,119.8566,40.14749,0.856390833854675
1,120.2928,40.31371,0.653971314430237
0,82.9166666666671,36.2499999999999,-0.368693292140961
0,120.916666666667,28.7499999999999,-0.395898520946503
0,111.25,35.2499999999999,0.685498297214508
0,120.916666666667,50.2499999999999,-0.222824960947037
0,90.0833333333338,29.7499999999999,-0.247536867856979
0,93.9166666666671,33.0833333333332,-0.310481160879135
0,128.083333333334,44.7499999999999,-0.138869509100914
0,88.4166666666671,28.4166666666665,0.0502118282020092
0,86.7500000000005,28.4166666666665,-0.246302425861359
0,103.583333333334,34.5833333333332,0.145316541194916
0,89.0833333333338,37.7499999999999,-0.387074828147888
0,109.416666666667,29.9166666666666,-0.203893020749092
0,104.25,32.5833333333332,-0.185039803385735
